'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'0:46.887',3.423,10.136,10.337,-4.943,-4.69,10.283,6.263,2.977,6.89,7.234,1.986,-1.307
'0:46.891',3.421,10.122,10.325,-4.935,-4.684,10.27,6.262,2.985,6.871,7.235,1.982,-1.314
'0:46.895',3.444,10.098,10.278,-4.935,-4.649,10.234,6.266,2.987,6.831,7.246,1.997,-1.284
'0:46.899',3.443,10.094,10.275,-4.932,-4.648,10.231,6.267,2.987,6.833,7.259,2.019,-1.27
'0:46.903',3.427,10.121,10.318,-4.938,-4.678,10.266,6.271,2.986,6.851,7.26,2.019,-1.266
'0:46.907',3.427,10.138,10.334,-4.946,-4.686,10.282,6.262,2.976,6.892,7.235,1.99,-1.304
'0:46.911',3.427,10.125,10.322,-4.939,-4.68,10.27,6.269,2.985,6.865,7.232,1.986,-1.312
'0:46.914',3.435,10.099,10.287,-4.931,-4.658,10.239,6.264,2.982,6.86,7.238,2,-1.285
'0:46.918',3.44,10.09,10.274,-4.929,-4.649,10.229,6.262,2.987,6.844,7.252,2.022,-1.263
'0:46.922',3.436,10.115,10.303,-4.939,-4.666,10.256,6.271,2.983,6.845,7.253,2.019,-1.274
'0:46.926',3.414,10.135,10.345,-4.939,-4.697,10.286,6.265,2.971,6.893,7.234,1.987,-1.305
'0:46.930',3.431,10.121,10.313,-4.939,-4.673,10.263,6.26,2.969,6.866,7.216,1.978,-1.309
'0:46.934',3.426,10.097,10.295,-4.925,-4.667,10.242,6.266,2.976,6.851,7.228,1.996,-1.28
'0:46.938',3.444,10.091,10.271,-4.931,-4.646,10.228,6.264,2.976,6.839,7.239,2.012,-1.273
'0:46.942',3.429,10.106,10.3,-4.931,-4.668,10.249,6.263,2.979,6.865,7.246,2.024,-1.262
'0:46.946',3.414,10.131,10.34,-4.936,-4.695,10.281,6.269,2.974,6.898,7.23,1.997,-1.297
'0:46.949',3.423,10.123,10.324,-4.937,-4.683,10.27,6.264,2.97,6.876,7.228,1.992,-1.306
'0:46.953',3.433,10.097,10.287,-4.929,-4.659,10.238,6.259,2.965,6.851,7.221,1.993,-1.299
'0:46.957',3.459,10.095,10.259,-4.94,-4.632,10.224,6.265,2.976,6.825,7.241,2.018,-1.275
'0:46.961',3.429,10.102,10.296,-4.929,-4.666,10.245,6.265,2.965,6.837,7.239,2.025,-1.263
'0:46.965',3.399,10.115,10.34,-4.92,-4.703,10.274,6.25,2.955,6.875,7.221,2.001,-1.286
'0:46.969',3.429,10.123,10.317,-4.939,-4.676,10.266,6.255,2.961,6.862,7.21,1.993,-1.3
'0:46.973',3.436,10.102,10.289,-4.933,-4.659,10.242,6.253,2.957,6.84,7.214,1.996,-1.298
'0:46.977',3.452,10.086,10.257,-4.933,-4.635,10.218,6.254,2.971,6.827,7.235,2.018,-1.262
'0:46.981',3.438,10.085,10.271,-4.925,-4.648,10.225,6.26,2.967,6.85,7.24,2.02,-1.256
'0:46.984',3.398,10.11,10.336,-4.917,-4.701,10.27,6.257,2.962,6.888,7.227,2.01,-1.271
'0:46.988',3.419,10.121,10.326,-4.934,-4.686,10.27,6.253,2.955,6.901,7.213,1.982,-1.305
'0:46.992',3.432,10.108,10.299,-4.934,-4.666,10.25,6.258,2.952,6.854,7.214,1.996,-1.293
'0:46.996',3.434,10.085,10.274,-4.923,-4.652,10.226,6.259,2.958,6.817,7.229,2.012,-1.267
'0:47.000',3.439,10.094,10.279,-4.93,-4.652,10.232,6.264,2.963,6.875,7.241,2.033,-1.247
'0:47.004',3.424,10.118,10.318,-4.935,-4.679,10.264,6.262,2.962,6.876,7.233,2.023,-1.273
'0:47.008',3.421,10.123,10.326,-4.936,-4.685,10.271,6.252,2.95,6.879,7.213,2,-1.291
'0:47.012',3.443,10.101,10.281,-4.936,-4.651,10.237,6.247,2.955,6.83,7.207,1.992,-1.297
'0:47.016',3.46,10.082,10.245,-4.935,-4.624,10.209,6.248,2.961,6.812,7.226,2.017,-1.271
'0:47.019',3.441,10.078,10.26,-4.923,-4.642,10.215,6.251,2.96,6.824,7.235,2.032,-1.255
'0:47.023',3.427,10.109,10.305,-4.932,-4.671,10.253,6.254,2.955,6.879,7.229,2.021,-1.27
'0:47.027',3.437,10.122,10.308,-4.943,-4.668,10.261,6.247,2.948,6.852,7.211,1.996,-1.298
'0:47.031',3.428,10.096,10.291,-4.926,-4.664,10.24,6.25,2.948,6.836,7.205,1.992,-1.303
'0:47.035',3.442,10.078,10.259,-4.923,-4.641,10.215,6.252,2.956,6.798,7.221,2.016,-1.271
'0:47.039',3.444,10.074,10.254,-4.922,-4.637,10.21,6.256,2.959,6.772,7.234,2.027,-1.256
'0:47.043',3.431,10.1,10.292,-4.929,-4.663,10.242,6.251,2.951,6.831,7.23,2.023,-1.257
'0:47.047',3.415,10.126,10.334,-4.934,-4.692,10.277,6.247,2.944,6.832,7.212,1.999,-1.289
'0:47.051',3.419,10.106,10.31,-4.926,-4.678,10.255,6.254,2.952,6.854,7.211,1.991,-1.293
'0:47.054',3.451,10.083,10.256,-4.93,-4.635,10.215,6.251,2.954,6.841,7.221,2.008,-1.277
'0:47.058',3.443,10.077,10.257,-4.923,-4.64,10.213,6.253,2.955,6.83,7.23,2.022,-1.253
'0:47.062',3.425,10.101,10.3,-4.926,-4.67,10.247,6.251,2.952,6.858,7.232,2.021,-1.255
'0:47.066',3.413,10.123,10.333,-4.932,-4.693,10.275,6.252,2.948,6.858,7.215,2.006,-1.28
'0:47.070',3.435,10.11,10.299,-4.937,-4.664,10.251,6.241,2.942,6.852,7.207,1.989,-1.297
'0:47.074',3.442,10.085,10.266,-4.927,-4.645,10.222,6.242,2.949,6.854,7.212,2.002,-1.285
'0:47.078',3.448,10.077,10.253,-4.926,-4.635,10.211,6.25,2.953,6.837,7.231,2.028,-1.256
'0:47.082',3.42,10.092,10.296,-4.919,-4.671,10.24,6.255,2.95,6.815,7.232,2.025,-1.262
'0:47.086',3.411,10.115,10.328,-4.927,-4.691,10.268,6.252,2.946,6.851,7.219,2.007,-1.299
'0:47.089',3.427,10.112,10.309,-4.933,-4.673,10.257,6.257,2.95,6.862,7.208,1.997,-1.305
'0:47.093',3.436,10.089,10.277,-4.926,-4.652,10.23,6.25,2.952,6.82,7.216,1.994,-1.282
'0:47.097',3.437,10.07,10.256,-4.917,-4.642,10.209,6.25,2.958,6.845,7.228,2.022,-1.252
'0:47.101',3.436,10.09,10.278,-4.927,-4.653,10.231,6.252,2.953,6.842,7.235,2.037,-1.257
'0:47.105',3.408,10.115,10.33,-4.925,-4.694,10.269,6.257,2.945,6.883,7.221,2.012,-1.288
'0:47.109',3.418,10.113,10.319,-4.929,-4.683,10.262,6.25,2.948,6.844,7.208,1.991,-1.302
'0:47.113',3.434,10.099,10.288,-4.93,-4.659,10.24,6.258,2.96,6.822,7.223,2.009,-1.277
'0:47.117',3.439,10.066,10.251,-4.916,-4.638,10.205,6.25,2.957,6.82,7.23,2.021,-1.265
'0:47.121',3.433,10.082,10.272,-4.921,-4.651,10.223,6.251,2.959,6.836,7.238,2.019,-1.265
'0:47.125',3.424,10.118,10.318,-4.935,-4.679,10.264,6.253,2.949,6.856,7.232,2.007,-1.285
'0:47.128',3.413,10.109,10.319,-4.924,-4.685,10.26,6.252,2.949,6.846,7.212,1.997,-1.3
'0:47.132',3.426,10.091,10.289,-4.922,-4.664,10.236,6.25,2.953,6.849,7.212,1.996,-1.3
'0:47.136',3.434,10.072,10.261,-4.916,-4.646,10.213,6.256,2.954,6.828,7.232,2.016,-1.266
'0:47.140',3.432,10.083,10.274,-4.921,-4.653,10.225,6.258,2.959,6.85,7.241,2.033,-1.255
'0:47.144',3.411,10.11,10.322,-4.924,-4.688,10.262,6.256,2.95,6.858,7.232,2.015,-1.274
'0:47.148',3.416,10.106,10.313,-4.924,-4.681,10.256,6.251,2.951,6.847,7.212,1.993,-1.297
'0:47.152',3.431,10.09,10.282,-4.924,-4.658,10.232,6.251,2.95,6.838,7.207,1.994,-1.298
'0:47.156',3.447,10.071,10.248,-4.922,-4.633,10.206,6.253,2.956,6.827,7.223,2.014,-1.273
'0:47.160',3.447,10.084,10.26,-4.929,-4.639,10.218,6.256,2.962,6.817,7.238,2.029,-1.249
'0:47.163',3.427,10.11,10.307,-4.932,-4.672,10.256,6.255,2.957,6.854,7.227,2.022,-1.263
'0:47.167',3.412,10.112,10.324,-4.926,-4.688,10.264,6.251,2.953,6.854,7.209,2.001,-1.291
'0:47.171',3.43,10.105,10.298,-4.931,-4.666,10.248,6.257,2.953,6.855,7.207,1.999,-1.294
'0:47.175',3.444,10.114,10.294,-4.942,-4.657,10.251,6.266,2.97,6.865,7.233,2.023,-1.264
'0:47.179',3.444,10.126,10.305,-4.948,-4.663,10.262,6.27,2.974,6.853,7.256,2.046,-1.244
'0:47.183',3.421,10.15,10.353,-4.949,-4.698,10.298,6.277,2.971,6.889,7.258,2.042,-1.254
'0:47.187',3.412,10.178,10.389,-4.959,-4.72,10.329,6.28,2.967,6.907,7.246,2.027,-1.273
'0:47.191',3.417,10.159,10.366,-4.952,-4.707,10.309,6.29,2.982,6.883,7.244,2.02,-1.279
'0:47.195',3.45,10.15,10.324,-4.963,-4.67,10.283,6.285,2.984,6.904,7.259,2.038,-1.248
'0:47.198',3.459,10.163,10.328,-4.975,-4.667,10.292,6.28,2.995,6.898,7.284,2.072,-1.225
'0:47.202',3.446,10.206,10.383,-4.989,-4.701,10.341,6.273,2.985,6.926,7.298,2.08,-1.214
'0:47.206',3.443,10.23,10.41,-5,-4.716,10.366,6.248,2.956,6.945,7.276,2.057,-1.24
'0:47.210',3.448,10.214,10.39,-4.994,-4.703,10.349,6.242,2.944,6.913,7.261,2.047,-1.246
'0:47.214',3.455,10.184,10.353,-4.984,-4.681,10.315,6.242,2.95,6.903,7.269,2.061,-1.224
'0:47.218',3.453,10.164,10.334,-4.972,-4.672,10.296,6.234,2.942,6.913,7.287,2.08,-1.206
'0:47.222',3.454,10.2,10.369,-4.99,-4.69,10.33,6.245,2.961,6.965,7.305,2.097,-1.184
'0:47.226',3.431,10.221,10.413,-4.989,-4.723,10.363,6.248,2.959,6.914,7.302,2.092,-1.202
'0:47.230',3.449,10.196,10.371,-4.986,-4.694,10.329,6.251,2.966,6.914,7.286,2.072,-1.219
'0:47.233',3.476,10.154,10.301,-4.979,-4.645,10.274,6.248,2.969,6.866,7.29,2.086,-1.207
'0:47.237',3.452,10.099,10.27,-4.939,-4.641,10.231,6.24,2.952,6.832,7.294,2.096,-1.188
'0:47.241',3.444,10.109,10.288,-4.939,-4.654,10.245,6.236,2.953,6.888,7.286,2.092,-1.187
'0:47.245',3.425,10.119,10.318,-4.936,-4.679,10.265,6.234,2.943,6.848,7.26,2.058,-1.232
'0:47.249',3.433,10.128,10.318,-4.944,-4.674,10.269,6.245,2.959,6.823,7.26,2.049,-1.238
'0:47.253',3.444,10.113,10.293,-4.942,-4.657,10.25,6.251,2.965,6.885,7.259,2.052,-1.24
'0:47.257',3.465,10.099,10.257,-4.945,-4.628,10.225,6.253,2.968,6.853,7.266,2.067,-1.223
'0:47.261',3.439,10.102,10.286,-4.934,-4.656,10.24,6.249,2.96,6.818,7.256,2.061,-1.226
'0:47.265',3.422,10.116,10.318,-4.933,-4.68,10.263,6.246,2.95,6.85,7.244,2.037,-1.267
'0:47.268',3.426,10.107,10.305,-4.93,-4.671,10.252,6.246,2.943,6.834,7.217,2.005,-1.3
'0:47.272',3.436,10.084,10.271,-4.923,-4.649,10.224,6.242,2.943,6.837,7.213,2.003,-1.291
'0:47.276',3.443,10.053,10.233,-4.912,-4.627,10.189,6.245,2.949,6.802,7.232,2.029,-1.257
'0:47.280',3.419,10.061,10.265,-4.903,-4.655,10.209,6.248,2.948,6.797,7.24,2.039,-1.243
'0:47.284',3.406,10.089,10.306,-4.912,-4.682,10.244,6.251,2.953,6.844,7.237,2.031,-1.26
'0:47.288',3.396,10.092,10.32,-4.908,-4.695,10.253,6.248,2.953,6.9,7.223,2.012,-1.29
'0:47.292',3.429,10.082,10.276,-4.919,-4.655,10.225,6.245,2.95,6.866,7.22,2.011,-1.28
'0:47.296',3.443,10.054,10.234,-4.912,-4.628,10.19,6.248,2.956,6.83,7.237,2.035,-1.258
'0:47.300',3.439,10.061,10.246,-4.914,-4.636,10.2,6.256,2.964,6.842,7.248,2.043,-1.243
'0:47.304',3.425,10.094,10.293,-4.923,-4.667,10.24,6.254,2.955,6.812,7.245,2.034,-1.257
'0:47.307',3.413,10.094,10.305,-4.917,-4.678,10.246,6.25,2.955,6.848,7.222,2.014,-1.286
'0:47.311',3.439,10.084,10.268,-4.925,-4.646,10.222,6.249,2.959,6.818,7.217,2.009,-1.289
'0:47.315',3.436,10.053,10.24,-4.908,-4.634,10.193,6.257,2.965,6.816,7.24,2.032,-1.261
'0:47.319',3.45,10.063,10.237,-4.92,-4.626,10.197,6.256,2.968,6.776,7.249,2.039,-1.241
'0:47.323',3.424,10.081,10.28,-4.915,-4.661,10.227,6.26,2.967,6.824,7.25,2.04,-1.251
'0:47.327',3.409,10.095,10.309,-4.915,-4.682,10.249,6.261,2.965,6.843,7.232,2.02,-1.277
'0:47.331',3.431,10.082,10.274,-4.92,-4.653,10.224,6.26,2.967,6.825,7.229,2.018,-1.285
'0:47.335',3.437,10.065,10.252,-4.915,-4.64,10.205,6.262,2.97,6.826,7.239,2.029,-1.26
'0:47.339',3.434,10.045,10.234,-4.903,-4.632,10.186,6.286,3,6.795,7.232,2.012,-1.284
'0:47.342',3.409,10.048,10.262,-4.892,-4.659,10.202,6.329,3.053,6.803,7.195,1.937,-1.361
'0:47.346',3.441,10.045,10.228,-4.907,-4.625,10.183,6.343,3.119,6.819,7.235,1.95,-1.398
'0:47.350',3.489,10.006,10.14,-4.911,-4.558,10.119,6.378,3.216,6.764,7.324,2,-1.39
'0:47.354',3.555,9.988,10.056,-4.935,-4.482,10.068,6.399,3.281,6.702,7.551,2.189,-1.287
'0:47.358',3.628,10.018,10.013,-4.987,-4.425,10.062,6.333,3.254,6.731,8.009,2.601,-1.014
'0:47.362',3.697,10.088,10.014,-5.057,-4.391,10.098,6.207,3.133,6.766,8.518,3.114,-0.648
'0:47.366',3.736,10.234,10.122,-5.149,-4.426,10.225,6.017,2.878,6.844,9.005,3.651,-0.251
'0:47.370',3.746,10.329,10.207,-5.202,-4.462,10.314,5.841,2.618,6.92,9.422,4.135,0.126
'0:47.374',3.676,10.403,10.351,-5.204,-4.57,10.424,5.725,2.393,6.98,9.549,4.281,0.297
'0:47.377',3.586,10.407,10.445,-5.16,-4.662,10.473,5.603,2.187,6.993,9.325,4.161,0.352
'0:47.381',3.451,10.354,10.527,-5.066,-4.77,10.487,5.517,1.955,7.014,8.02,3.25,-0.021
'0:47.385',3.271,10.331,10.684,-4.964,-4.939,10.554,5.545,1.931,7.058,6.812,2.199,-0.599
'0:47.389',3.272,10.263,10.615,-4.931,-4.904,10.485,5.595,2.042,7.022,6.761,2.009,-0.822
'0:47.393',3.31,10.253,10.566,-4.945,-4.86,10.455,5.689,2.177,6.984,6.892,2.063,-0.826
'0:47.397',3.33,10.214,10.507,-4.936,-4.82,10.407,5.786,2.326,6.956,6.974,2.091,-0.843
'0:47.401',3.344,10.224,10.503,-4.947,-4.812,10.41,5.902,2.472,6.969,7.025,2.085,-0.893
'0:47.405',3.322,10.262,10.564,-4.956,-4.853,10.459,6.01,2.597,7.05,7.089,2.086,-0.935
'0:47.409',3.34,10.271,10.554,-4.969,-4.84,10.459,6.06,2.671,6.986,7.132,2.106,-0.943
'0:47.412',3.342,10.28,10.561,-4.974,-4.841,10.467,6.065,2.678,6.997,7.163,2.118,-0.942
'0:47.416',3.355,10.254,10.522,-4.968,-4.816,10.434,6.1,2.715,6.941,7.183,2.113,-0.977
'0:47.420',3.349,10.239,10.514,-4.958,-4.815,10.423,6.128,2.749,6.944,7.183,2.083,-1.037
'0:47.424',3.349,10.236,10.511,-4.956,-4.814,10.42,6.145,2.774,6.98,7.167,2.056,-1.082
'0:47.428',3.348,10.207,10.483,-4.941,-4.8,10.392,6.163,2.794,6.93,7.159,2.022,-1.132
'0:47.432',3.367,10.18,10.436,-4.937,-4.767,10.354,6.178,2.816,6.92,7.164,2.03,-1.129
'0:47.436',3.393,10.151,10.381,-4.936,-4.726,10.312,6.184,2.827,6.894,7.183,2.048,-1.107
'0:47.440',3.372,10.161,10.413,-4.93,-4.753,10.333,6.187,2.832,6.869,7.193,2.06,-1.094
'0:47.444',3.373,10.199,10.45,-4.949,-4.77,10.371,6.183,2.83,6.937,7.183,2.038,-1.118
'0:47.447',3.371,10.207,10.46,-4.953,-4.777,10.38,6.183,2.824,6.926,7.173,2.022,-1.142
'0:47.451',3.363,10.189,10.45,-4.939,-4.775,10.366,6.198,2.834,6.93,7.173,2.026,-1.134
'0:47.455',3.388,10.168,10.403,-4.941,-4.74,10.332,6.199,2.84,6.901,7.193,2.05,-1.104
'0:47.459',3.381,10.171,10.413,-4.939,-4.748,10.338,6.197,2.849,6.901,7.206,2.073,-1.084
'0:47.463',3.351,10.174,10.447,-4.926,-4.78,10.356,6.192,2.841,6.914,7.202,2.062,-1.096
'0:47.467',3.359,10.205,10.469,-4.945,-4.787,10.383,6.191,2.833,6.953,7.183,2.038,-1.12
'0:47.471',3.379,10.192,10.436,-4.949,-4.761,10.36,6.194,2.837,6.925,7.179,2.035,-1.12
'0:47.475',3.381,10.17,10.412,-4.939,-4.747,10.337,6.19,2.839,6.915,7.192,2.055,-1.095
'0:47.479',3.403,10.174,10.394,-4.952,-4.727,10.33,6.195,2.842,6.92,7.208,2.084,-1.069
'0:47.482',3.37,10.199,10.452,-4.948,-4.773,10.372,6.199,2.836,6.939,7.209,2.077,-1.08
'0:47.486',3.354,10.224,10.493,-4.953,-4.801,10.404,6.196,2.833,6.923,7.196,2.059,-1.107
'0:47.490',3.36,10.209,10.473,-4.948,-4.789,10.387,6.191,2.829,6.939,7.188,2.058,-1.108
'0:47.494',3.37,10.187,10.441,-4.942,-4.768,10.36,6.19,2.833,6.915,7.203,2.066,-1.083
'0:47.498',3.382,10.19,10.431,-4.95,-4.757,10.357,6.194,2.845,6.905,7.224,2.084,-1.057
'0:47.502',3.37,10.217,10.471,-4.957,-4.783,10.39,6.197,2.84,6.939,7.229,2.094,-1.05
'0:47.506',3.355,10.238,10.506,-4.961,-4.808,10.419,6.195,2.839,6.951,7.213,2.08,-1.073
'0:47.510',3.36,10.234,10.498,-4.961,-4.801,10.412,6.201,2.843,6.99,7.215,2.079,-1.074
'0:47.514',3.378,10.217,10.462,-4.962,-4.774,10.386,6.194,2.846,6.959,7.217,2.091,-1.06
'0:47.518',3.385,10.213,10.451,-4.963,-4.766,10.378,6.198,2.85,6.957,7.238,2.121,-1.024
'0:47.521',3.371,10.227,10.479,-4.963,-4.787,10.4,6.2,2.848,6.906,7.246,2.127,-1.016
'0:47.525',3.355,10.257,10.525,-4.97,-4.817,10.438,6.197,2.841,6.988,7.233,2.11,-1.034
'0:47.529',3.362,10.257,10.519,-4.973,-4.811,10.434,6.199,2.847,6.963,7.23,2.106,-1.037
'0:47.533',3.37,10.235,10.489,-4.966,-4.792,10.408,6.194,2.856,6.962,7.238,2.117,-1.015
'0:47.537',3.389,10.222,10.456,-4.969,-4.766,10.385,6.194,2.855,6.942,7.249,2.135,-0.997
'0:47.541',3.378,10.243,10.488,-4.974,-4.787,10.412,6.206,2.868,6.955,7.278,2.166,-0.973
'0:47.545',3.354,10.283,10.552,-4.983,-4.831,10.464,6.207,2.871,6.979,7.277,2.158,-0.985
'0:47.549',3.365,10.282,10.541,-4.988,-4.82,10.458,6.208,2.873,7.011,7.27,2.153,-0.991
'0:47.553',3.377,10.265,10.512,-4.985,-4.8,10.435,6.211,2.88,6.981,7.276,2.161,-0.977
'0:47.556',3.408,10.258,10.474,-4.997,-4.765,10.412,6.207,2.892,6.959,7.296,2.195,-0.939
'0:47.560',3.382,10.263,10.504,-4.987,-4.793,10.43,6.218,2.903,6.969,7.312,2.209,-0.924
'0:47.564',3.372,10.294,10.546,-4.996,-4.819,10.466,6.221,2.907,7.012,7.319,2.209,-0.939
'0:47.568',3.375,10.311,10.56,-5.007,-4.825,10.482,6.227,2.915,7.017,7.316,2.201,-0.939
'0:47.572',3.386,10.296,10.533,-5.005,-4.806,10.461,6.225,2.929,6.996,7.329,2.207,-0.939
'0:47.576',3.39,10.268,10.501,-4.992,-4.788,10.431,6.23,2.943,6.982,7.352,2.232,-0.901
'0:47.580',3.394,10.284,10.514,-5.003,-4.793,10.446,6.237,2.958,6.967,7.378,2.257,-0.879
'0:47.584',3.378,10.317,10.563,-5.011,-4.825,10.486,6.255,2.981,7.005,7.378,2.266,-0.887
'0:47.588',3.382,10.333,10.574,-5.021,-4.828,10.5,6.254,2.982,7.003,7.376,2.252,-0.897
'0:47.591',3.395,10.327,10.555,-5.024,-4.813,10.487,6.261,3.005,7.02,7.393,2.265,-0.884
'0:47.595',3.41,10.306,10.52,-5.022,-4.787,10.459,6.274,3.026,6.999,7.424,2.291,-0.851
'0:47.599',3.406,10.306,10.524,-5.02,-4.791,10.461,6.282,3.038,7.013,7.451,2.32,-0.838
'0:47.603',3.399,10.338,10.563,-5.032,-4.815,10.497,6.292,3.056,7.022,7.459,2.322,-0.84
'0:47.607',3.391,10.352,10.584,-5.035,-4.829,10.514,6.299,3.067,7.024,7.457,2.31,-0.866
'0:47.611',3.408,10.34,10.555,-5.037,-4.806,10.494,6.304,3.092,7.003,7.471,2.319,-0.866
'0:47.615',3.432,10.326,10.517,-5.042,-4.774,10.468,6.316,3.118,7.024,7.499,2.346,-0.838
'0:47.619',3.42,10.313,10.517,-5.03,-4.781,10.461,6.321,3.131,7.013,7.52,2.365,-0.818
'0:47.623',3.421,10.336,10.539,-5.042,-4.792,10.484,6.333,3.151,7.023,7.539,2.369,-0.827
'0:47.626',3.415,10.36,10.569,-5.051,-4.809,10.511,6.342,3.164,7.022,7.527,2.354,-0.865
'0:47.630',3.433,10.349,10.539,-5.055,-4.785,10.49,6.347,3.179,7.02,7.53,2.351,-0.87
'0:47.634',3.474,10.326,10.476,-5.063,-4.733,10.447,6.357,3.193,7.034,7.553,2.365,-0.869
'0:47.638',3.469,10.318,10.473,-5.057,-4.734,10.442,6.374,3.214,6.963,7.581,2.389,-0.849
'0:47.642',3.47,10.325,10.478,-5.061,-4.737,10.448,6.366,3.218,6.972,7.58,2.382,-0.869
'0:47.646',3.443,10.345,10.525,-5.058,-4.773,10.481,6.378,3.221,7.025,7.569,2.364,-0.913
'0:47.650',3.463,10.324,10.484,-5.057,-4.743,10.451,6.372,3.227,6.954,7.565,2.352,-0.915
'0:47.654',3.473,10.288,10.439,-5.044,-4.716,10.41,6.37,3.226,6.967,7.573,2.355,-0.915
'0:47.658',3.48,10.264,10.407,-5.036,-4.695,10.382,6.37,3.226,6.919,7.589,2.364,-0.906
'0:47.661',3.47,10.262,10.416,-5.03,-4.705,10.385,6.363,3.222,6.911,7.589,2.368,-0.931
'0:47.665',3.463,10.282,10.443,-5.037,-4.722,10.409,6.355,3.209,6.957,7.575,2.341,-0.978
'0:47.669',3.493,10.267,10.398,-5.043,-4.685,10.378,6.352,3.2,6.934,7.561,2.316,-1.006
'0:47.673',3.485,10.209,10.348,-5.011,-4.664,10.325,6.338,3.185,6.885,7.548,2.295,-1.035
'0:47.677',3.505,10.185,10.304,-5.009,-4.631,10.291,6.334,3.176,6.89,7.558,2.299,-1.034
'0:47.681',3.5,10.191,10.314,-5.01,-4.639,10.299,6.329,3.161,6.89,7.546,2.283,-1.054
'0:47.685',3.469,10.196,10.351,-4.996,-4.673,10.32,6.323,3.138,6.881,7.5,2.23,-1.106
'0:47.689',3.463,10.177,10.337,-4.984,-4.67,10.304,6.317,3.121,6.847,7.473,2.204,-1.143
'0:47.693',3.478,10.152,10.297,-4.979,-4.642,10.271,6.312,3.114,6.824,7.449,2.183,-1.158
'0:47.696',3.499,10.128,10.253,-4.977,-4.609,10.236,6.302,3.105,6.793,7.443,2.174,-1.159
'0:47.700',3.464,10.122,10.281,-4.957,-4.641,10.248,6.306,3.088,6.839,7.427,2.16,-1.167
'0:47.704',3.443,10.136,10.317,-4.953,-4.67,10.273,6.298,3.07,6.857,7.39,2.126,-1.207
'0:47.708',3.44,10.137,10.321,-4.952,-4.672,10.276,6.297,3.054,6.86,7.357,2.089,-1.245
'0:47.712',3.457,10.117,10.283,-4.951,-4.646,10.247,6.289,3.046,6.843,7.337,2.081,-1.256
'0:47.716',3.471,10.086,10.239,-4.942,-4.617,10.209,6.28,3.037,6.809,7.332,2.075,-1.249
'0:47.720',3.467,10.085,10.241,-4.939,-4.62,10.209,6.278,3.034,6.817,7.32,2.069,-1.244
'0:47.724',3.451,10.111,10.284,-4.944,-4.649,10.244,6.279,3.019,6.83,7.307,2.053,-1.261
'0:47.728',3.435,10.113,10.302,-4.938,-4.666,10.254,6.276,3.012,6.847,7.278,2.023,-1.298
'0:47.732',3.439,10.097,10.281,-4.932,-4.653,10.235,6.273,3.012,6.855,7.264,2.008,-1.306
'0:47.735',3.437,10.062,10.249,-4.914,-4.638,10.202,6.275,3.006,6.793,7.265,2.02,-1.287
'0:47.739',3.456,10.073,10.24,-4.928,-4.624,10.203,6.271,3.002,6.815,7.274,2.032,-1.273
'0:47.743',3.429,10.096,10.29,-4.926,-4.663,10.239,6.275,3.001,6.858,7.258,2.012,-1.289
'0:47.747',3.427,10.111,10.308,-4.933,-4.673,10.256,6.272,2.987,6.87,7.238,1.993,-1.33
'0:47.751',3.427,10.096,10.293,-4.925,-4.666,10.241,6.267,2.984,6.832,7.239,1.989,-1.323
'0:47.755',3.454,10.083,10.252,-4.932,-4.631,10.213,6.268,2.996,6.81,7.243,2.003,-1.303
'0:47.759',3.449,10.074,10.249,-4.925,-4.632,10.207,6.268,2.996,6.816,7.261,2.015,-1.28
'0:47.763',3.437,10.105,10.291,-4.935,-4.659,10.244,6.273,2.993,6.833,7.265,2.018,-1.28
'0:47.767',3.408,10.115,10.33,-4.925,-4.694,10.269,6.27,2.983,6.843,7.242,1.992,-1.307
'0:47.770',3.43,10.104,10.297,-4.931,-4.666,10.247,6.262,2.977,6.829,7.233,1.99,-1.316
'0:47.774',3.445,10.072,10.251,-4.922,-4.635,10.207,6.263,2.983,6.845,7.246,2.006,-1.301
'0:47.778',3.442,10.065,10.247,-4.917,-4.635,10.203,6.265,2.991,6.792,7.261,2.024,-1.275
'0:47.782',3.428,10.093,10.288,-4.924,-4.662,10.237,6.274,2.986,6.828,7.261,2.018,-1.279
'0:47.786',3.406,10.116,10.333,-4.925,-4.695,10.271,6.266,2.973,6.844,7.245,1.993,-1.318
'0:47.790',3.42,10.109,10.312,-4.928,-4.678,10.256,6.27,2.984,6.866,7.238,1.986,-1.334
'0:47.794',3.428,10.087,10.282,-4.921,-4.659,10.232,6.267,2.988,6.829,7.243,2,-1.306
'0:47.798',3.431,10.08,10.272,-4.919,-4.652,10.222,6.276,2.995,6.847,7.262,2.02,-1.269
'0:47.802',3.431,10.101,10.293,-4.93,-4.663,10.243,6.274,2.994,6.85,7.266,2.022,-1.268
'0:47.805',3.404,10.117,10.336,-4.924,-4.698,10.273,6.274,2.988,6.855,7.244,2.006,-1.299
'0:47.809',3.418,10.112,10.318,-4.929,-4.682,10.261,6.279,2.997,6.846,7.245,2.001,-1.311
'0:47.813',3.438,10.094,10.28,-4.93,-4.653,10.233,6.275,2.996,6.85,7.258,2.012,-1.301
'0:47.817',3.444,10.075,10.255,-4.923,-4.638,10.211,6.271,3,6.838,7.267,2.027,-1.29
